category,name,price_text,product_url,image_url
Portable Lighting,LTS Glow NEO 3 W LED Torch,,https://havells.com/lighting/portable-lighting/lts-glow-neo-3-w-led-torch-lhextjpgnn1w003.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhextjpgnn1w003_1__1.jpg
Portable Lighting,LTS Beam Mini NXT 10,,https://havells.com/lighting/portable-lighting/lts-beam-mini-nxt-10-lhexaupgcn1k001.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhexaupgcn1k001_1.jpg
Portable Lighting,LTS Sleekbeam NEO P 400 mm 1.5 W,,https://havells.com/lighting/portable-lighting/lts-sleekbeam-neo-p.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/n/e/neo_1.5_base_1_1.jpg
Portable Lighting,LTS Sleekbeam Plus L 260 mm 1.5 W,,https://havells.com/lighting/portable-lighting/lts-sleekbeam-plus-l.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/s/l/sleakbeam_1.5_base_1_1.jpg
Portable Lighting,LTS Metallique 3 W Metal Torch,,https://havells.com/lighting/portable-lighting/lts-metallique-3-w-metal-torch-lhextlpgcn1k003.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhextlpgcn1k003_b_1.jpg
Portable Lighting,LTS Pathfinder ULTRA 3 W,,https://havells.com/lighting/portable-lighting/lts-pathfinder-ultra-3-w-lhextnpgcn1r003.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/b/a/base_3_w_1.jpg
Portable Lighting,Lucento Table Lamp 4.5 W,,https://havells.com/lighting/portable-lighting/lucento-table-lamp-45-w-lhextkp7cn1w4x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/a/lamp_base_1.jpg
Portable Lighting,LTS Colorix Rechargeable LED Torch,,https://havells.com/lighting/portable-lighting/lts-colorix-rechargeable-led-torch.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhextjpgbn1y001_1__1_1.jpg
Portable Lighting,LTS Moderna B22 Lamp Base,,https://havells.com/lighting/portable-lighting/lts-moderna-b22-lamp-base-lhfxbzn1tn1r006.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/f/i/final.jpg
Portable Lighting,LTS  Moderna Plus 3 IN 1,,https://havells.com/lighting/portable-lighting/lts-moderna-plus-3-in-1-lhexbzpncn1r006.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhexbzpncn1r006_1.jpg
Portable Lighting,Sparkline Neo 0.5 W LED Torch,,https://havells.com/lighting/portable-lighting/sparkline-neo-05-w-led-torch-lhexthpgtn1b0x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhexthpgtn1b0x5_1_2.jpg
Portable Lighting,Sparkline Mini Neo 0.5 W LED Torch,,https://havells.com/lighting/portable-lighting/sparkline-mini-neo-05-w-led-torch-lhexthpftn1b0x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhexthpftn1b0x5_1_2.jpg
Smart Lighting,Nova 25 W TW+RGB Ceiling Light BLE-MESH,,https://havells.com/lighting/smart-lighting/nova-25-w-twrgb-ceiling-light-ble-mesh-lhehdgp1nn1k025.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/n/o/nova_25w_tw_rgb_ceiling_light_base_1.jpg
Smart Lighting,Callux 16 W TW Ceiling Spot BLE-MESH,,https://havells.com/lighting/smart-lighting/callux-16-w-tw-ceiling-spot-ble-mesh-lhehdhp1nn1w016.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/c/a/callux_16w_tw_ceiling_spot_copy_base_1.jpg
Smart Lighting,Galaktic Smart LED Strip BLE MESH,,https://havells.com/lighting/smart-lighting/galaktic-smart-led-strip-ble-mesh.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/g/a/galaktic_smart_led_strip_2_1.jpg
Smart Lighting,Olivia Smart Spotlight BLE MESH,,https://havells.com/lighting/smart-lighting/olivia-smart-spotlight-ble-mesh.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/o/l/olivia_smart_base_1_1.jpg
Smart Lighting,Orion 40 W TW+RGB Projector BLE-MESH,,https://havells.com/lighting/smart-lighting/orion-40-w-twrgb-projector-ble-mesh-lhehdhp1nn1k040.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhehdhp1nn1k040_base_1.jpg
Smart Lighting,Lumos 10 W TW+RGB Floor Lamp BLE-MESH,,https://havells.com/lighting/smart-lighting/lumos-10-w-twrgb-floor-lamp-ble-mesh-lhehdip1nn1w010.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/u/lumos_10w_tw_rgb_floor_lamp_copy_base_1.jpg
Smart Lighting,Lumosphere 10 W TW+RGB Projectorble-MESH,,https://havells.com/lighting/smart-lighting/lumosphere-10-w-twrgb-projectorble-mesh-lhehdgp1nn1k010.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/u/lumosphere_10w_tw_rgb_projector_base_1.jpg
Smart Lighting,Aura 10 W TW+RGB Portable Lamp BLE-MESH,,https://havells.com/lighting/smart-lighting/aura-10-w-twrgb-portable-lamp-ble-mesh-lhehdhp1nn1k010.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/a/u/aura_10w_base_1.jpg
Smart Lighting,Omniglow 2.5 W TW+RGB Wall Light BLE-MESH,,https://havells.com/lighting/smart-lighting/omniglow-25-w-twrgb-wall-light-ble-mesh-lhehdgp1nn1k2x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhehdgp1nn1k2x5_base_1.jpg
Outdoor,Vista HD LED Street Light IP66,,https://havells.com/lighting/outdoor/vista-hd-led-street-light-ip66.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/v/i/vista_hd_led_sl_base_1_1.jpg
Outdoor,Omniglow 2.5 W TW+RGB Wall Light BLE-MESH,,https://havells.com/lighting/outdoor/omniglow-25-w-twrgb-wall-light-ble-mesh-lhehdgp1nn1k2x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhehdgp1nn1k2x5_base_1.jpg
Outdoor,Vista HD LED Flood Light,,https://havells.com/lighting/outdoor/vista-hd-led-flood-light.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/f/l/flood_light-200525-a_03_30w__1_1.jpg
Outdoor,Thor HD LED Street Light,,https://havells.com/lighting/outdoor/thor-hd-led-street-light.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/t/h/thor_led_sl_30w_front_1.jpg
Outdoor,Thor HD Sensor Street Light 50 W 6 K IP66,,https://havells.com/lighting/outdoor/thor-hd-sensor-street-light-50-w-6-k-ip66-lhexamp7un7k050.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/t/h/thor_hd_sensor_s-light_170325-01_front.jpg
Outdoor,Vista HD Sensor Street Light 50 W 6 K IP66,,https://havells.com/lighting/outdoor/vista-hd-sensor-street-light-50-w-6-k-ip66-lhexayp7pn7j050.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/t/h/thea_hd_sensor_sl_50w_front.jpg
Outdoor,Thor HD LED K Type Light 6 W 3 K IP65,,https://havells.com/lighting/outdoor/thor-hd-led-k-type-light-6-w-3-k-ip65-lheobap5p46k006.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lheobap5p46k006_1.jpg
Outdoor,Thor HD LED Half K-Type Light 3 W 3 K IP65,,https://havells.com/lighting/outdoor/thor-hd-led-half-k-type-light-3-w-3-k-ip65-lheobap5u46k003.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/t/h/thor_hd_half_k-type_light_tm-454-1_f1_1__1.jpg
Outdoor,Thor HD LED Wall Light RD 15 W 3 K IP65,,https://havells.com/lighting/outdoor/thor-hd-led-wall-light-rd-15-w-3-k-ip65-lheobgp5uz6k015.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/t/h/thor_hd_wl_rd_1.jpg
Outdoor,Thor HD LED Wall Light SQ 15 W 3 K IP65,,https://havells.com/lighting/outdoor/thor-hd-led-wall-light-sq-15-w-3-k-ip65-lheobhp5uz6k015.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/t/h/thor_hd_wl_sq_1.jpg
Outdoor,Thor HD LED Wall Light OVL 15 W 3 K IP65,,https://havells.com/lighting/outdoor/thor-hd-led-wall-light-ovl-15-w-3-k-ip65-lheobip5uz6k015.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/t/h/thor_hd_wl_ovl_1.jpg
Ropes and Strips,Flexion AC Rope 120 Dstrip IP65 50 m,,https://havells.com/lighting/ropes-and-strips/flexion-ac-rope-120-dstrip-ip65-50-m.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/r/o/rope_17_1.jpg
Ropes and Strips,Flex. Neo Profile Strip,,https://havells.com/lighting/ropes-and-strips/flex-neo-profile-strip.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/f/l/flex_strip_12_1.jpg
Ropes and Strips,Flex. Neo LED Strip,,https://havells.com/lighting/ropes-and-strips/flex-neo-led-strip.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/f/l/flex_strip_16_1.jpg
Ropes and Strips,Flexion AC Rope 60 Dstrip RGB IP65 10 m,,https://havells.com/lighting/ropes-and-strips/flexion-ac-rope-60-dstrip-rgb-ip65-10-m-lhehcpp1ta6j085.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/r/o/rope_34.jpg
Ropes and Strips,Flex. Neo 30 W RGB Strip 12 V Inbuilt Driver,,https://havells.com/lighting/ropes-and-strips/flex-neo-30-w-rgb-strip-12-v-inbuilt-driver-lhehdlp1un1w030.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhehdlp1un1w030_base_1__1.jpg
Ropes and Strips,Flex. Neo Profile Strip 60 W 240 D Warm White 12 V DC,,https://havells.com/lighting/ropes-and-strips/flex-neo-profile-strip-60-w-240-d-warm-white-12-v-dc-lhehdkp5un1w060.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/f/l/flex_strip_13.jpg
